code,title,points_r1_2021,points_r1_2020,points_r1_2019
BN112,Creive Digil Medi,,,280
BN113,Horiculure,,,289
BN114,Accouning nd Finnce,,,280
BN115,Couniy nd Youh Developen,,,250
BN117,Copuer Engineering in Mobile Syses,,,273
BN118,Erly Childhood Cre nd Educion,,,290
BN119,Digil Mrkeing,,,270
BN120,Digil Forensics nd Cyber Securiy,,,281
BN121,Mechronic Engineering,,,276
BN123,DesignTechnology nd Innovion,,,297
TA022,Creive Digil Medi,,,260
TA023,Adverising nd Mrkeing Counicions,,,235
TA024,Erly Childhood Cre nd Educion,,,217
TA025,Socil Cre Prcice,,,261
TA026,Inernionl Hospiliy nd Touris Mngeen,,,208
TA027,Bonicl Cuisine,,,236
TA028,Digil Mrkeing Technologies,,,220
TA121,Accouning nd Finnce,,,202
TA122,Mngeen,,,218
TA123,Mrkeing Mngeen,,,207
TA125,Inernionl Business,,,229
TA221,Elecronic Engineering,,,251
TA222,Mechnicl Engineering,,,243
TA223,Susinble Energy Engineering,,,236
TA224,Bioedicl Design,,,218
TA225,Auoion Engineering,,,235
TA226,Engineering Sofwre,,,243
TA321,Phrceuicl Science,,,261
TA322,Copuing,,,200
TA323,Copuing wih IT Mngeen,,,243
TA326,DNA nd Forensic Anlysis,,,300
TA327,Spors Science nd Helh,,,341
TA328,Copuing wih Lnguge (French/Gern/Spnish),,,218
TA329,Copuing wih D Anlyics,,,218
NC025,D Science,,,297
GA385,Reil Mngeen,,,219
LY218,Business - wih Spnish/Irish opions,,,298
CI101,Counselling nd Psychoherpy (Lierick),,,276
LC411,Mrkeing nd Mngeen (Thurles),,,226
SG149,Business in Finnce nd Invesen,,,262
SG441,Environenl Science,,,297
SG446,Applied Archeology,,,289
TL803,Music Technology,,,264
TL812,Copuing wih Digil Medi,,,369
WD148,Touris Mrkeing,,,269
